Title,Address,City,State,Country,addrtype,addrlocat
Birdman,Kaufman Astoria Studios 3412 36th Street,New York,New York,USA,street_address,ROOFTOP
Birdman,West 43rd Street,New York,New York,USA,route,GEOMETRIC_CENTER
Birdman,Holy Cross School - 332 West 43rd Street,New York,New York,USA,point_of_interest,APPROXIMATE
Birdman,Times Square,New York,New York,USA,neighborhood,APPROXIMATE
12 Years a Slave,Madame John's Legacy,New Orleans,Louisiana,USA,locality,APPROXIMATE
12 Years a Slave,Felicity Plantation,Vacherie,Louisiana,USA,locality,APPROXIMATE
12 Years a Slave,St. Joseph Plantation,,Louisiana,USA,point_of_interest,APPROXIMATE
12 Years a Slave,Audubon Park,New Orleans,Louisiana,USA,park,APPROXIMATE
12 Years a Slave,Magnolia Plantation - Highway 311,Schriever,Louisiana,USA,route,GEOMETRIC_CENTER
12 Years a Slave,Bocage Plantation,Darrow,Louisiana,USA,locality,APPROXIMATE
12 Years a Slave,"Urbania, Lower Gardens District",New Orleans,Louisiana,USA,locality,APPROXIMATE
12 Years a Slave,Columns Hotel - 3811 St Charles Avenue,New Orleans,Louisiana,USA,street_address,ROOFTOP
12 Years a Slave,Destrehan,,Louisiana,USA,locality,APPROXIMATE
12 Years a Slave,Magnolia Lane Plantation - 2141 River Rd,Bridge City,Louisiana,USA,street_address,ROOFTOP
Argo,,Istanbul,,Turkey,locality,APPROXIMATE
Argo,Yeni Camii,Istanbul,,Turkey,route,GEOMETRIC_CENTER
Argo,Hagia Sophia,Istanbul,,Turkey,museum,APPROXIMATE
Argo,Veterans Hospital - 1611 Plummer Street,North Hills,California,USA,hospital,APPROXIMATE
Argo,Hagia Sophia,Istanbul,,Turkey,museum,APPROXIMATE
Argo,Smokehouse Restaurant - 4420 West Lakeside Drive,Burbank,California,USA,street_address,ROOFTOP
Argo,Blue Mosque,Istanbul,,Turkey,mosque,APPROXIMATE
Argo,Warner Brothers Burbank Studios - 4000 Warner Boulevard,Burbank,California,USA,street_address,ROOFTOP
Argo,Ontario International Airport - 2900 E. Airport Drive,Ontario,California,USA,point_of_interest,APPROXIMATE
Argo,1001 Bel Air Road,Los Angeles,California,USA,street_address,ROOFTOP
Argo,McLean,,Virginia,USA,locality,APPROXIMATE
Argo,Beverly Hills,,California,USA,locality,APPROXIMATE
Argo,Washington,,District of Columbia,USA,locality,APPROXIMATE
The Artist,Bradbury Building - 304 S. Broadway,Los Angeles,California,USA,point_of_interest,APPROXIMATE
The Artist,Fremont Mansion - 56 Fremont Place,Los Angeles,California,USA,street_address,ROOFTOP
The Artist,Hancock Park,Los Angeles,California,USA,neighborhood,APPROXIMATE
The Artist,Paramount Studios - 5555 Melrose Avenue,Los Angeles,California,USA,street_address,ROOFTOP
The Artist,104 Fremont Place,Los Angeles,California,USA,street_address,ROOFTOP
The Artist,The Ebell of Los Angeles - 743 South Lucerne Bouelvard,Los Angeles,California,USA,locality,APPROXIMATE
The Artist,Million Dollar Theatre - 307 S. Broadway,Los Angeles,California,USA,street_address,ROOFTOP
The Artist,,Pasadena,California,USA,locality,APPROXIMATE
The Artist,Red Studios  846 N. Cahuenga Blvd.,Los Angeles,California,USA,street_address,ROOFTOP
The Artist,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank",Los Angeles,California,USA,street_address,ROOFTOP
The Artist,Cicada 617 Olive Street,Los Angeles,California,USA,street_address,RANGE_INTERPOLATED
The King's Speech,"Halton House, Halton",Wendover,Buckinghamshire,UK,premise,ROOFTOP
The King's Speech,33 Portland Place,Marylebone,London,UK,street_address,ROOFTOP
The King's Speech,Avenue Garden,Regent's Park,London,UK,route,GEOMETRIC_CENTER
The King's Speech,Battersea Power Station,Battersea,London,UK,premise,ROOFTOP
The King's Speech,Elland Road Stadium,Leeds,West Yorkshire,UK,locality,APPROXIMATE
The King's Speech,"Grattan Stadium, Odsal",Bradford,West Yorkshire,UK,neighborhood,APPROXIMATE
The King's Speech,Hatfield House,Hatfield,Hertfordshire,UK,park,APPROXIMATE
The King's Speech,Knebworth House,Stevenage,Hertfordshire,UK,point_of_interest,APPROXIMATE
The King's Speech,"Lancaster House, The Mall",St. James's,London,UK,route,GEOMETRIC_CENTER
The King's Speech,Queen Street Mill Textile Museum,Burnley,Lancashire,UK,museum,APPROXIMATE
The King's Speech,"Cumberland Lodge,  Windsor Great Park",Windsor,Berkshire,UK,locality,APPROXIMATE
The King's Speech,"Draper's Hall,  Throgmorton Avenue",Broadgate,London,UK,locality,APPROXIMATE
The King's Speech,Wendover Woods,,Buckinghamshire,UK,natural_feature,APPROXIMATE
The King's Speech,Elstree Studios,Borehamwood,Hertfordshire,UK,premise,ROOFTOP
The King's Speech,Ely Cathedral,Ely,Cambridgeshire,UK,church,APPROXIMATE
The King's Speech,Englefield House Theale,Reading,Berkshire,UK,premise,ROOFTOP
The King's Speech,Harley Street,Marylebone,London,UK,route,GEOMETRIC_CENTER
The King's Speech,Old Royal Naval College,Greenwich,London,UK,point_of_interest,APPROXIMATE
The King's Speech,Pullens Estate,Southwark,London,UK,premise,ROOFTOP
The Hurt Locker,,Amman,,Jordan,locality,APPROXIMATE
The Hurt Locker,,Vancouver,British Columbia,Canada,locality,APPROXIMATE
The Hurt Locker,,Langley,British Columbia,Canada,locality,APPROXIMATE
Slumdog Millionaire,,Agra,Uttar Pradesh,India,locality,APPROXIMATE
Slumdog Millionaire,,Mumbai,Maharashtra,India,locality,APPROXIMATE
Slumdog Millionaire,Juhu,Mumbai,Maharashtra,India,sublocality_level_1,APPROXIMATE
Slumdog Millionaire,ND Studios Karjat,Mumbai,Maharashtra,India,locality,APPROXIMATE
No Country for Old Men,,Marfa,Texas,USA,locality,APPROXIMATE
No Country for Old Men,Desert Sands Motel - 5000 Central Avenue SW,Albuquerque,New Mexico,USA,street_address,ROOFTOP
No Country for Old Men,,Las Vegas,New Mexico,USA,locality,APPROXIMATE
No Country for Old Men,Big Bend National Park,,Texas,USA,locality,APPROXIMATE
No Country for Old Men,Piedras Negras,,Coahu?â?¡la,Mexico,locality,APPROXIMATE
No Country for Old Men,Albuquerque,,New Mexico,USA,locality,APPROXIMATE
No Country for Old Men,El Camino Motel & Restaurant - 1152 North Grand Avenue,Las Vegas,New Mexico,USA,street_address,RANGE_INTERPOLATED
No Country for Old Men,,Santa Fe,New Mexico,USA,locality,APPROXIMATE
No Country for Old Men,College of Santa Fe - 1600 Saint Michaels Drive,Santa Fe,New Mexico,USA,point_of_interest,APPROXIMATE
No Country for Old Men,Desert Sands Motor Hotel - 5000 Central Ave SE,Albuquerque,New Mexico,USA,street_address,ROOFTOP
The Departed,SUNY Maritime College Bronx,New York,New York,USA,point_of_interest,APPROXIMATE
The Departed,,Quincy,Massachusetts,USA,locality,APPROXIMATE
The Departed,,Boston,Massachusetts,USA,locality,APPROXIMATE
The Departed,,Charlestown,Massachusetts,USA,neighborhood,APPROXIMATE
The Departed,Chinatown,Boston,Massachusetts,USA,neighborhood,APPROXIMATE
The Departed,Greenpoint Brooklyn,New York,New York,USA,neighborhood,APPROXIMATE
The Departed,,Lynn,Massachusetts,USA,locality,APPROXIMATE
The Departed,12 Farnsworth Street,Boston,Massachusetts,USA,street_address,ROOFTOP
The Departed,Fore River Ship Yard,Quincy,Massachusetts,USA,locality,APPROXIMATE
The Departed,Brooklyn Heights Brooklyn,New York,New York,USA,neighborhood,APPROXIMATE
The Departed,Erich Lindemann Mental Health Center - 25 Staniford Street,Boston,Massachusetts,USA,street_address,ROOFTOP
The Departed,Gerritsen Beach Brooklyn,New York,New York,USA,neighborhood,APPROXIMATE
The Departed,Sunset Park  Brooklyn,New York,New York,USA,neighborhood,APPROXIMATE
The Departed,White Plains,New York,New York,USA,locality,APPROXIMATE
Crash,Port of Los Angeles,Los Angeles,California,USA,natural_feature,APPROXIMATE
Crash,"3500 S. Gaffey Street,  San Pedro",Los Angeles,California,USA,street_address,RANGE_INTERPOLATED
Crash,5100 Costello Avenue  Sherman Oaks,Los Angeles,California,USA,street_address,RANGE_INTERPOLATED
Crash,Broadway & Ord Street,Los Angeles,California,USA,intersection,APPROXIMATE
Crash,"Broxton Avenue,  Westwood Village,  Westwood",Los Angeles,California,USA,route,GEOMETRIC_CENTER
Crash,Carney's Restaurant - 12601 Ventura Boulevard,Los Angeles,California,USA,street_address,ROOFTOP
Crash,Westwood,Los Angeles,California,USA,neighborhood,APPROXIMATE
Crash,San Fernando Valley,Los Angeles,California,USA,colloquial_area,APPROXIMATE
Crash,,Santa Monica,California,USA,locality,APPROXIMATE
Crash,Ventura Ct.,Los Angeles,California,USA,route,GEOMETRIC_CENTER
Chariots of Fire,Eton College,Eton,Berkshire,UK,point_of_interest,APPROXIMATE
Chariots of Fire,Goldenacre,Inverleith,Edinburgh,UK,premise,ROOFTOP
Chariots of Fire,Hall Barn,Beaconsfield,Buckinghamshire,UK,premise,ROOFTOP
Chariots of Fire,Holyrood Park,Edinburgh,UK,UK,park,APPROXIMATE
Chariots of Fire,Inverleith,Edinburgh,UK,UK,route,GEOMETRIC_CENTER
Chariots of Fire,"King's College Chapel, King's College, Cambridge University",Cambridge,Cambridgeshire,UK,university,APPROXIMATE
Chariots of Fire,Liverpool Town Hall,Liverpool,Merseyside,UK,city_hall,APPROXIMATE
Chariots of Fire,Town Hall,Liverpool,Merseyside,UK,city_hall,APPROXIMATE
Chariots of Fire,York Station,York,North Yorkshire,UK,fire_station,APPROXIMATE
Chariots of Fire,Ruskin Drive Sports Ground,St.Helens,Merseyside,UK,locality,APPROXIMATE
Ordinary People,Lake Forest High School - 1285 N. McKinley Road,Lake Forest,Illinois,USA,point_of_interest,APPROXIMATE
Ordinary People,,Northbrook,Illinois,USA,locality,APPROXIMATE
Ordinary People,Walker Brothers Original Pancake House - 153 Green Bay Road,Wilmette,Illinois,USA,premise,ROOFTOP
Ordinary People,,Chicago,Illinois,USA,locality,APPROXIMATE
Ordinary People,,Fort Sheridan,Illinois,USA,locality,APPROXIMATE
Ordinary People,,Highland Park,Illinois,USA,locality,APPROXIMATE
Ordinary People,,Lake Bluff,Illinois,USA,locality,APPROXIMATE
Ordinary People,,Lake Forest,Illinois,USA,locality,APPROXIMATE
Ordinary People,"Paramount Studios - 5555 Melrose Avenue,  Hollywood",Los Angeles,California,USA,street_address,ROOFTOP
Ordinary People,Apple Valley,,California,USA,locality,APPROXIMATE
Kramer vs. Kramer,"Chrysler Building - 405 Lexington Avenue,  Manhattan",New York City,New York,USA,point_of_interest,APPROXIMATE
Kramer vs. Kramer,"Central Park,  Manhattan",New York City,New York,USA,neighborhood,APPROXIMATE
Kramer vs. Kramer,"Federal Hall,  Wall Street,  Manhattan",New York City,New York,USA,museum,APPROXIMATE
Kramer vs. Kramer,"Financial District,  Manhattan",New York City,New York,USA,neighborhood,APPROXIMATE
Kramer vs. Kramer,"Tweed Courthouse - 52 Chambers Street,  Manhattan",New York City,New York,USA,courthouse,APPROXIMATE
Kramer vs. Kramer,"Wall Street,  Manhattan",New York City,New York,USA,route,GEOMETRIC_CENTER
The Deer Hunter,,Bangkok,,Thailand,locality,APPROXIMATE
The Deer Hunter,,Clairton,Pennsylvania,USA,locality,APPROXIMATE
The Deer Hunter,,Follansbee,West Virginia,USA,locality,APPROXIMATE
The Deer Hunter,,Mingo Junction,Ohio,USA,locality,APPROXIMATE
The Deer Hunter,,River Kwai,,Thailand,natural_feature,APPROXIMATE
The Deer Hunter,Heather Meadows,Mount Baker,Washington,USA,natural_feature,APPROXIMATE
The Deer Hunter,Bowladrome Lanes - 56 State Street,Struthers,Ohio,USA,point_of_interest,APPROXIMATE
The Deer Hunter,,Katchanburi,,Thailand,administrative_area_level_1,APPROXIMATE
The Deer Hunter,McKeesport,Pennsylvania,,USA,locality,APPROXIMATE
The Deer Hunter,Mill Creek Park,Youngstown,Ohio,USA,park,APPROXIMATE
The Deer Hunter,Nooksack Falls,Mount Baker,Washington,USA,natural_feature,APPROXIMATE
The Deer Hunter,St. Theodosius Russian Orthodox Church - 733 Starkweather Avenue,Cleveland,Ohio,USA,church,APPROXIMATE
The Deer Hunter,Whatcom County,Washington,,USA,administrative_area_level_2,APPROXIMATE
The Deer Hunter,993 N. 7th Street,Steubenville,Ohio,USA,street_address,RANGE_INTERPOLATED
The Deer Hunter,Don Mueang International Airport,Don Mueang,Bangkok,Thailand,airport,APPROXIMATE
The Deer Hunter,Duquesne Heights,,Pennsylvania,USA,neighborhood,APPROXIMATE
The Deer Hunter,Lake Chelan,Washington,,USA,natural_feature,APPROXIMATE
The Deer Hunter,Lemko Hall - 2335 W. Eleventh Street,Cleveland,Ohio,USA,street_address,ROOFTOP
The Deer Hunter,Mount Baker,Washington,,USA,natural_feature,APPROXIMATE
The Deer Hunter,Steubenville,,Ohio,USA,locality,APPROXIMATE
The Deer Hunter,Throng Wad Road,Bangkok,,Thailand,locality,APPROXIMATE
The Deer Hunter,US Steel Widowmaker Central Blast Furnace,Cleveland,Ohio,USA,locality,APPROXIMATE
The Deer Hunter,,Weirton,West Virginia,USA,locality,APPROXIMATE
The Deer Hunter,,Youngstown,Ohio,USA,locality,APPROXIMATE
The Deer Hunter,,Pittsburgh,Pennsylvania,USA,locality,APPROXIMATE
The Deer Hunter,,Cleveland,Ohio,USA,locality,APPROXIMATE
The Deer Hunter,Commercial Street,Mingo Junction,Ohio,USA,route,GEOMETRIC_CENTER
The Deer Hunter,Louis Stokes VA Medical Center - 10701 East Boulevard,Cleveland,Ohio,USA,doctor,APPROXIMATE
The Deer Hunter,McKeesport and Versailles Cemetery - 1608 Fifth Avenue,McKeesport,Pennsylvania,USA,street_address,RANGE_INTERPOLATED
The Deer Hunter,Mingo Junction,,Ohio,USA,locality,APPROXIMATE
The Deer Hunter,St.Gabriel's College - 565 Samsen Road,Bangkok,,Thailand,locality,APPROXIMATE
The Deer Hunter,Starkweather Avenue,Cleveland,Ohio,USA,route,GEOMETRIC_CENTER
The Deer Hunter,,Struthers,Ohio,USA,locality,APPROXIMATE
Annie Hall,"Beekman Cinema - 1254 2nd Avenue,  Manhattan",New York City,New York,USA,street_address,RANGE_INTERPOLATED
Annie Hall,"Filmways Studios - 246 East 127th Street, East Harlem",New York City,New York,USA,street_address,RANGE_INTERPOLATED
Annie Hall,Sunset Blvd. Hollywood,Los Angeles,California,USA,route,GEOMETRIC_CENTER
Annie Hall,"Thalia Cinema - 250 West 95th Street, Upper West Side",New York City,New York,USA,street_address,RANGE_INTERPOLATED
Annie Hall,"2nd Avenue,  Manhattan",New York City,New York,USA,route,GEOMETRIC_CENTER
Annie Hall,3rd Avenue   Bronx,New York City,New York,USA,route,GEOMETRIC_CENTER
Annie Hall,"70th Street,  Manhattan",New York City,New York,USA,route,GEOMETRIC_CENTER
Annie Hall,"Astroland Park,  Coney Island, Brooklyn",New York City,New York,USA,amusement_park,APPROXIMATE
Annie Hall,"Bethesda Fountain, Central Park",New York City,New York,USA,neighborhood,APPROXIMATE
Annie Hall,Cajun Bistro - 8301 Sunset Blvd.,West Hollywood,California,USA,street_address,ROOFTOP
Annie Hall,"Central Park,  Manhattan",New York City,New York,USA,neighborhood,APPROXIMATE
Annie Hall,Long Island,New York,New York,USA,natural_feature,APPROXIMATE
Annie Hall,New York Theater,New York City,New York,USA,museum,APPROXIMATE
Annie Hall,"Plaza Hotel - 750 Fifth Avenue,  Manhattan",New York City,New York,USA,street_address,RANGE_INTERPOLATED
Annie Hall,South Shore,Long Island,New York,USA,route,GEOMETRIC_CENTER
Annie Hall,The Hamptons,Long Island,New York,USA,colloquial_area,APPROXIMATE
Annie Hall,"Wall Street Tennis Club,  Wall Street",New York City,New York,USA,route,GEOMETRIC_CENTER
Annie Hall,W. Century Blvd. & Airport Blvd,Los Angeles,California,USA,intersection,APPROXIMATE
Annie Hall,"5th Avenue,  Manhattan",New York City,New York,USA,point_of_interest,APPROXIMATE
Annie Hall,,Beverly Hills,California,USA,locality,APPROXIMATE
Annie Hall,,Palos Verdes Peninsula,California,USA,colloquial_area,APPROXIMATE
Annie Hall,"Steve's Famous Clam Bar - 515 Atlantic Avenue,  Brooklyn",New York City,New York,USA,street_address,ROOFTOP
Annie Hall,"Surf Avenue,",New York City,New York,USA,route,GEOMETRIC_CENTER
Annie Hall,"Thunderbolt Rollercoaster,  Coney Island, Brooklyn",New York City,New York,USA,neighborhood,APPROXIMATE
Annie Hall,"Upper West Side,  Manhattan",New York City,New York,USA,neighborhood,APPROXIMATE
Annie Hall,"Wall Street,  Manhattan",New York City,New York,USA,route,GEOMETRIC_CENTER
Annie Hall,,West Hollywood,California,USA,locality,APPROXIMATE
Rocky,"1818 East Tusculum Street,  Kensington",North Philadelphia,Pennsylvania,USA,street_address,ROOFTOP
Rocky,Pat's King of Steaks - 1237 S. Passyunk Avenue,Philadelphia,Pennsylvania,USA,street_address,ROOFTOP
Rocky,Fairmount Park,Philadelphia,Pennsylvania,USA,neighborhood,APPROXIMATE
Rocky,Resurrection Gym - 1114 S. Lorena Street,East Los Angeles,California,USA,street_address,ROOFTOP
Rocky,Shamrock Meats - 3461 E. Vernon Avenue,Vernon,California,USA,street_address,ROOFTOP
Rocky,"Main Street Gym - 318?é?¢ S Main St, Downtown",Los Angeles,California,USA,route,GEOMETRIC_CENTER
Rocky,Philadelphia Museum of Art - 2600 Benjamin Franklin Parkway,Philadelphia,Pennsylvania,USA,museum,APPROXIMATE
Rocky,2822-2824 Rosehill St,Philadelphia,Pensylvannia,USA,street_address,ROOFTOP
Rocky,Kensington,North Philadelphia,Pennsylvania,USA,neighborhood,APPROXIMATE
Rocky,"Los Angeles Sports Arena - 3939 S. Figueroa Street,  Exposition Park",Los Angeles,California,USA,premise,ROOFTOP
Rocky,"Olympic Auditorium - 1801 S. Grand Avenue,  Downtown",Los Angeles,California,USA,street_address,ROOFTOP
Rocky,Philadelphia City Hall - 1450 John F. Kennedy Blvd.,Philadelphia,Pennsylvania,USA,city_hall,APPROXIMATE
Rocky,North Christopher Columbus Blvd,Philadelphia,Pennsylvania,USA,route,GEOMETRIC_CENTER
Rocky,S. 9th Street & Washington Avenue,Philadelphia,Pennsylvania,USA,intersection,APPROXIMATE
Ben-Hur,Canale Monterano,Rome,Lazio,Italy,locality,APPROXIMATE
Ben-Hur,,Frosinone,Lazio,Italy,locality,APPROXIMATE
Ben-Hur,Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd.,Culver City,California,USA,street_address,ROOFTOP
Ben-Hur,Fogliano,Latina,Lazio,Italy,locality,APPROXIMATE
Ben-Hur,Arcinazzo Romano,Frosinone,Lazio,Italy,locality,APPROXIMATE
Ben-Hur,"Cinecitt?â?á Studios,  Cinecitt?â?á",Rome,Lazio,Italy,route,GEOMETRIC_CENTER
Gigi,Auberge de la Mouti?â?¿re - 14 Rue Mouti?â?¿re,Montfort-l'Amaury,Yvelines,France,street_address,ROOFTOP
Gigi,Bois de Boulogne,Paris 16,Paris,France,park,APPROXIMATE
Gigi,Hollywood,Los Angeles,California,USA,sublocality_level_1,APPROXIMATE
Gigi,Jardin des Tuileries,Paris 1,Paris,France,park,APPROXIMATE
Gigi,Jardin du Luxembourg,Paris 6,Paris,France,park,APPROXIMATE
Gigi,Maxim's - 3 Rue Royale,Paris 8,Paris,France,museum,APPROXIMATE
Gigi,Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd.,Culver City,California,USA,street_address,ROOFTOP
Gigi,Mus?â?®e Jacquemart-Andr?â?® - 158 Boulevard Haussmann,Paris 8,Paris,France,museum,APPROXIMATE
Gigi,Palace De Glace,Paris,,France,locality,APPROXIMATE
Gigi,Parc Monceau,Paris 8,Paris,France,park,APPROXIMATE
Gigi,Place Furstenberg,Paris 6,Paris,France,route,GEOMETRIC_CENTER
Gigi,Pont Alexandre III,Paris 7,Paris,France,route,GEOMETRIC_CENTER
Gigi,"Tour Eiffel,  Champ de Mars",Paris 7,Paris,France,premise,APPROXIMATE
Gigi,Venice Beach,Los Angeles,California,USA,natural_feature,APPROXIMATE
The Bridge on the River Kwai,,Kelani River,,Sri Lanka,point_of_interest,APPROXIMATE
The Bridge on the River Kwai,Ambepussa,,,Sri Lanka,locality,APPROXIMATE
The Bridge on the River Kwai,Peradeniya Botanical Gardens,,Central Province,Sri Lanka,park,APPROXIMATE
The Bridge on the River Kwai,,Colombo,Western Province,Sri Lanka,locality,APPROXIMATE
The Bridge on the River Kwai,Government Rest House,Kitulgala,,Sri Lanka,locality,APPROXIMATE
The Bridge on the River Kwai,,Kandy,Central Province,Sri Lanka,locality,APPROXIMATE
The Bridge on the River Kwai,,,Kitulgala,Sri Lanka,locality,APPROXIMATE
The Bridge on the River Kwai,,,Mahara,Sri Lanka,sublocality_level_1,APPROXIMATE
The Bridge on the River Kwai,Mount Lavinia Hotel - 100 Hotel Road,Mount Lavinia,Western Province,Sri Lanka,neighborhood,APPROXIMATE
The Bridge on the River Kwai,Kalugamuwa,Gelioya,Kandy,Sri Lanka,route,GEOMETRIC_CENTER
Around the World in Eighty Days,,Chinch?â??n,Madrid,Spain,locality,APPROXIMATE
Around the World in Eighty Days,Plaza Mayor,Chinch?â??n,Madrid,Spain,route,GEOMETRIC_CENTER
Around the World in Eighty Days,,Hong Kong,,China,country,APPROXIMATE
Around the World in Eighty Days,,Newport Beach,California,USA,locality,APPROXIMATE
Around the World in Eighty Days,Yokohama,Kanagawa,Honshu,Japan,natural_feature,APPROXIMATE
Around the World in Eighty Days,,,Bangkok,Thailand,locality,APPROXIMATE
Around the World in Eighty Days,,Toledo,Castilla-La Mancha,Spain,locality,APPROXIMATE
Around the World in Eighty Days,,Chelsea,London,UK,neighborhood,APPROXIMATE
Around the World in Eighty Days,,Durango,Colorado,USA,locality,APPROXIMATE
Around the World in Eighty Days,Durango-Silverton Railway Line,Colorado,,USA,administrative_area_level_1,APPROXIMATE
Around the World in Eighty Days,Hyde Park,,London,UK,park,APPROXIMATE
Around the World in Eighty Days,"Iverson Ranch - 1 Iverson Lane,  Chatsworth",Los Angeles,California,USA,route,GEOMETRIC_CENTER
Around the World in Eighty Days,,Lawton,Oklahoma,USA,locality,APPROXIMATE
Around the World in Eighty Days,Lower Grosvenor Place,Westminster,London,UK,route,GEOMETRIC_CENTER
Around the World in Eighty Days,,,New Mexico,USA,administrative_area_level_1,APPROXIMATE
Around the World in Eighty Days,,,,Pakistan,country,APPROXIMATE
Around the World in Eighty Days,"Rotten Row, Hyde Park",Hyde Park,London,UK,locality,APPROXIMATE
Around the World in Eighty Days,"Rue de Castiglione,  Paris 1",Paris,,France,route,GEOMETRIC_CENTER
Around the World in Eighty Days,"Rue de Rivoli, Paris 1",Paris,,France,route,GEOMETRIC_CENTER
Around the World in Eighty Days,St. James's,London,,UK,neighborhood,APPROXIMATE
Around the World in Eighty Days,"The Reform Club,  Pall Mall,  St. James's",,London,UK,route,GEOMETRIC_CENTER
Around the World in Eighty Days,,,,Persian Gulf,natural_feature,APPROXIMATE
Around the World in Eighty Days,"The Grenadier Pub,  18 Wilton Row",London,,UK,premise,ROOFTOP
Around the World in Eighty Days,5 Lower Grosvenor Place,Westminster,London,UK,street_address,ROOFTOP
Around the World in Eighty Days,Alabama Hills,Lone Pine,California,USA,sublocality_level_1,APPROXIMATE
Around the World in Eighty Days,Alamogordo,New Mexico,USA,,locality,APPROXIMATE
Around the World in Eighty Days,Chatsworth,Los Angeles,California,USA,sublocality_level_1,APPROXIMATE
Around the World in Eighty Days,Denver & Rio Grande Western Railroad,Durango,Colorado,USA,locality,APPROXIMATE
Around the World in Eighty Days,Elstree Studios,Borehamwood,Hertfordshire,UK,premise,ROOFTOP
Around the World in Eighty Days,Gare du Nord,Paris 10,Paris,France,train_station,APPROXIMATE
Around the World in Eighty Days,"Little Europe,  Backlot,  Universal Studios - 100 Universal City Plaza",Universal City,California,USA,street_address,ROOFTOP
Around the World in Eighty Days,Pall Mall,St. James's,London,UK,route,GEOMETRIC_CENTER
Around the World in Eighty Days,,Paris,,France,locality,APPROXIMATE
Around the World in Eighty Days,Place Vend?â??me,Paris 1,Paris,France,neighborhood,APPROXIMATE
Around the World in Eighty Days,"RKO Studios - 780 Gower Street,  Hollywood",Los Angeles,California,USA,street_address,ROOFTOP
Around the World in Eighty Days,,San Francisco,California,USA,locality,APPROXIMATE
Around the World in Eighty Days,,San Juan Mountains,Colorado,USA,natural_feature,APPROXIMATE
Around the World in Eighty Days,,Silverton,Colorado,USA,locality,APPROXIMATE
Around the World in Eighty Days,,Tokyo,,Japan,colloquial_area,APPROXIMATE
Around the World in Eighty Days,Upper Cheyne Row,Chelsea,London,UK,route,GEOMETRIC_CENTER
Around the World in Eighty Days,Victoria Square,Westminster,London,UK,route,GEOMETRIC_CENTER
Around the World in Eighty Days,Wellington Barracks,Westminster,London,UK,museum,APPROXIMATE
Around the World in Eighty Days,,Westminster,London,UK,administrative_area_level_3,APPROXIMATE
Around the World in Eighty Days,White Sands Missile Range,Alamogordo,New Mexico,USA,route,GEOMETRIC_CENTER
Around the World in Eighty Days,"20th Century Fox Studios - 10201 Pico Blvd.,  Century City",Los Angeles,California,USA,street_address,ROOFTOP
Around the World in Eighty Days,Hollywood,Los Angeles,California,USA,sublocality_level_1,APPROXIMATE
Around the World in Eighty Days,,Mount Fuji,Shizuoka,Japan,natural_feature,APPROXIMATE
Around the World in Eighty Days,RKO-Path?â?® Studios - 9336 Washington Blvd.,Culver City,California,USA,street_address,ROOFTOP
Around the World in Eighty Days,Universal Studios - 100 Universal City Plaza,Universal City,California,USA,amusement_park,APPROXIMATE
Around the World in Eighty Days,Warner Brothers Burbank Studios - 4000 Warner Boulevard,Burbank,California,USA,street_address,ROOFTOP
Marty,"187th Street and Arthur Avenue,  The Bronx",New York City,New York,USA,intersection,APPROXIMATE
Marty,"The Grand Councourse,  The Bronx",New York City,New York,USA,route,GEOMETRIC_CENTER
Marty,"IRT Third Avenue Elevated Train Line,  The Bronx",New York City,New York,USA,sublocality_level_1,APPROXIMATE
Marty,Samuel Goldwyn Studios - 7200 Santa Monica Boulevard,West Hollywood,California,USA,street_address,RANGE_INTERPOLATED
Marty,"Gun Hill Road & White Plains Road, Bronx",New York City,New York,USA,intersection,APPROXIMATE
On the Waterfront,,Hoboken,New Jersey,USA,locality,APPROXIMATE
On the Waterfront,Hoboken Railway Station,Hoboken,New Jersey,USA,transit_station,APPROXIMATE
On the Waterfront,Our Lady Of Grace Church - 400 Willow Avenue,Hoboken,New Jersey,USA,church,APPROXIMATE
On the Waterfront,St Peter and St Paul Church - 400 Hudson Street,Hoboken,New Jersey,USA,street_address,ROOFTOP
On the Waterfront,Court Street,Hoboken,New Jersey,USA,route,GEOMETRIC_CENTER
On the Waterfront,Hoboken Waterfront,Hoboken,New Jersey,USA,point_of_interest,APPROXIMATE
On the Waterfront,Hudson Street,Hoboken,New Jersey,USA,route,GEOMETRIC_CENTER
On the Waterfront,,New York City,New York,USA,locality,APPROXIMATE
On the Waterfront,"Stevens Park,  Hudson Street",Hoboken,New Jersey,USA,route,APPROXIMATE
On the Waterfront,Willow Avenue,Hoboken,New Jersey,USA,route,GEOMETRIC_CENTER
From Here to Eternity,Honolulu,O'ahu,Hawaii,USA,natural_feature,APPROXIMATE
From Here to Eternity,Diamond Head,O'ahu,Hawaii,USA,route,GEOMETRIC_CENTER
From Here to Eternity,"Royal Hawaiian Hotel - 2259 Kalakava Avenue,  Honolulu",O'ahu,Hawaii,USA,natural_feature,APPROXIMATE
From Here to Eternity,"Schofield Barracks,  Wilkina Drive",O'ahu,Hawaii,USA,natural_feature,APPROXIMATE
The Lord of the Rings: The Return of the King,Fernside,Featherston,Wairarapa,New Zealand,,
The Lord of the Rings: The Return of the King,Tongariro National Park,,,New Zealand,,
Shakespeare in Love,Holkham Hall and Estate,,Norfolk,UK,,
