Title,Address,City,State,Country
The Best Years of Our Lives,Los Angeles County Arboretum & Botanic Garden - 301 N. Baldwin Avenue, Arcadia, California, USA
The Best Years of Our Lives,"Raleigh Studios - 5300 Melrose Avenue, Hollywood", Los Angeles, California, USA
The Best Years of Our Lives,Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA
The Best Years of Our Lives,"United Artists Studios - 7200 Santa Monica Boulevard,  Hollywood", Los Angeles, California, USA
The Lost Weekend,"Bellevue Hospital - 550 First Avenue,  Manhattan", New York City, New York, USA
The Lost Weekend,"P J Clarke's Saloon - 915 Third Avenue,  East Side,  Manhattan", New York City, New York, USA
The Lost Weekend,Shrine Auditorium - 665 W. Jefferson Boulevard, Los Angeles, California, USA
The Lost Weekend,"East Side,  Manhattan", New York City, New York, USA
The Lost Weekend,Manhattan, New York City, New York, USA
The Lost Weekend,"Paramount Studios - 5555 Melrose Avenue,  Hollywood", Los Angeles, California, USA
Going My Way,Saint Monica's Catholic Church - 715 California Avenue, Santa Monica, California, USA
Going My Way,"Lakeside Country Club - 4500 W. Lakeside Drive,  Toluca Lake", Los Angeles, California, USA
Going My Way,"Paramount Studios - 5555 Melrose Avenue,  Hollywood", Los Angeles, California, USA
Going My Way,Shrine Auditorium - 665 W. Jefferson Boulevard, Los Angeles, California, USA
Casablanca,,Flagstaff, Arizona, USA
Casablanca,Hotel Monte Vista, Flagstaff, Arizona, USA
Casablanca,"Metropolitan Airport - 6590 Hayvenhurst Avenue,  Van Nuys", Los Angeles, California, USA
Casablanca,"Waterman Drive,  Van Nuys", Los Angeles, California, USA
Casablanca,"French Street,  Warner Brothers Burbank Studios - 4000 Warner Boulevard", Burbank, California, USA
Casablanca,"Stage 7,  Warner Brothers Burbank Studios - 4000 Warner Boulevard", Burbank, California, USA
Casablanca,,Yuma, Arizona, USA
Casablanca,"Stage 11,  Warner Brothers Burbank Studios - 4000 Warner Boulevard", Burbank, California, USA
Mrs. Miniver,Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA
How Green Was My Valley,,Brent's Crags, California, USA
How Green Was My Valley,,Malibu, California, USA
How Green Was My Valley,Santa Monica Mountains, Los Angeles, California, USA
How Green Was My Valley,"20th Century Fox Ranch,  Malibu Creek State Park - 1925 Las Virgenes Road", Calabasas, California, USA
How Green Was My Valley,"Stage 15,  20th Century Fox Studios - 10201 Pico Blvd.,  Century City", Los Angeles, California, USA
Rebecca,,Big Sur, California, USA
Rebecca,Point Lobos, Point Lobos State Reserve, California, USA
Rebecca,,Palos Verdes, California, USA
Rebecca,Selznick International Studios - 9336 Washington Blvd., Culver City, California, USA
Gone with the Wind,,,Georgia, USA
Gone with the Wind,Bidwell Park - Manzanita Avenue, Chico, California, USA
Gone with the Wind,"Big Bear Lake, Big Bear Valley", San Bernardino National Forest, California, USA
Gone with the Wind,,North Little Rock, Arkansas, USA
Gone with the Wind,Paradise Apple Orchard, Chico, California, USA
Gone with the Wind,,Paradise, California, USA
Gone with the Wind,Selznick International Studios - 9336 Washington Blvd., Culver City, California, USA
Gone with the Wind,,Calabasas, California, USA
Gone with the Wind,,Chico, California, USA
Gone with the Wind,Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA
Gone with the Wind,,Northern California, California, USA
Gone with the Wind,Pentz Road, Paradise, California, USA
Gone with the Wind,Woodland Hills, Los Angeles, California, USA
Gone with the Wind,,Agoura Hills, California, USA
Gone with the Wind,,Agoura, California, USA
Gone with the Wind,"Ahmanson Ranch,  Victory Boulevard,  Lasky Mesa", West Hills, Los Angeles, California
Gone with the Wind,Arroyo Boulevard, Pasadena, California, USA
Gone with the Wind,Big Bear Valley, San Bernardino National Forest, California, USA
Gone with the Wind,Busch Gardens - S. Grove Avenue, Pasadena, California, USA
Gone with the Wind,"Lasky Mesa,  West Hills", Los Angeles, California, USA
Gone with the Wind,,Malibu Lake, California, USA
Gone with the Wind,,Pasadena, California, USA
Gone with the Wind,Reuss Ranch, Malibu Lake, California, USA
Gone with the Wind,,San Bernardino National Forest, California, USA
Gone with the Wind,,Simi Valley, California, USA
Gone with the Wind,"United Artists Studios - 7200 Santa Monica Boulevard,  Hollywood", Los Angeles, California, USA
Gone with the Wind,West Hills, Los Angeles, California, USA
Gone with the Wind,Hollywood, Los Angeles, California, USA
You Can't Take It With You,"Bavaria Studios,  Bavariafilmplatz 7,  Geiselgasteig", Grünwald, Bavaria, Germany
You Can't Take It With You,"Columbia/Sunset Gower Studios - 1438 N. Gower Street,  Hollywood", Los Angeles, California, USA
The Life of Emile Zola,Goff Island, Laguna Beach, California, USA
The Life of Emile Zola,"Stage 1,  Warner Brothers Burbank Studios - 4000 Warner Boulevard", Burbank, California, USA
The Great Ziegfeld,Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA
Mutiny on the Bounty,,Gloucester, Massachusetts, USA
Mutiny on the Bounty,,,,French Polynesia
Mutiny on the Bounty,Monterey Bay, Monterey, California, USA
